device_id,temperature,humidity,battery,measured_at
office-occupancy-sensor-001,23.54,27.81,100.0,2015-02-02T15:02:00
office-occupancy-sensor-001,23.6,27.978,100.0,2015-02-02T15:03:00
office-occupancy-sensor-001,23.525,28.0,100.0,2015-02-02T15:04:00
office-occupancy-sensor-001,23.5,27.978,100.0,2015-02-02T15:04:59
office-occupancy-sensor-001,23.5,28.0,100.0,2015-02-02T15:06:00
office-occupancy-sensor-001,23.5,28.0,100.0,2015-02-02T15:07:00
office-occupancy-sensor-001,23.5,28.0,100.0,2015-02-02T15:08:00
office-occupancy-sensor-001,23.5,28.0,100.0,2015-02-02T15:08:59
office-occupancy-sensor-001,23.5,28.025,100.0,2015-02-02T15:10:00
office-occupancy-sensor-001,23.445,28.125,100.0,2015-02-02T15:10:59
office-occupancy-sensor-001,23.39,28.18,100.0,2015-02-02T15:11:59
office-occupancy-sensor-001,23.39,28.2,100.0,2015-02-02T15:13:00
office-occupancy-sensor-001,23.39,28.2,100.0,2015-02-02T15:14:00
office-occupancy-sensor-001,23.39,28.2,100.0,2015-02-02T15:15:00
office-occupancy-sensor-001,23.39,28.222,100.0,2015-02-02T15:16:00
office-occupancy-sensor-001,23.39,28.373,100.0,2015-02-02T15:16:59
office-occupancy-sensor-001,23.37,28.39,100.0,2015-02-02T15:17:59
office-occupancy-sensor-001,23.39,28.323,100.0,2015-02-02T15:19:00
office-occupancy-sensor-001,23.373,28.445,100.0,2015-02-02T15:20:00
office-occupancy-sensor-001,23.39,28.5,100.0,2015-02-02T15:21:00
office-occupancy-sensor-001,23.323,28.5,100.0,2015-02-02T15:22:00
office-occupancy-sensor-001,23.365,28.5,100.0,2015-02-02T15:23:00
office-occupancy-sensor-001,23.29,28.5,100.0,2015-02-02T15:23:59
office-occupancy-sensor-001,23.307,28.533,100.0,2015-02-02T15:24:59
office-occupancy-sensor-001,23.29,28.7,100.0,2015-02-02T15:26:00
office-occupancy-sensor-001,23.29,28.7,100.0,2015-02-02T15:27:00
office-occupancy-sensor-001,23.29,28.675,100.0,2015-02-02T15:28:00
office-occupancy-sensor-001,23.29,28.617,100.0,2015-02-02T15:29:00
office-occupancy-sensor-001,23.29,28.66,100.0,2015-02-02T15:29:59
office-occupancy-sensor-001,23.29,28.55,100.0,2015-02-02T15:30:59
office-occupancy-sensor-001,23.29,28.6,100.0,2015-02-02T15:32:00
office-occupancy-sensor-001,23.272,28.6,100.0,2015-02-02T15:33:00
office-occupancy-sensor-001,23.2,28.418,100.0,2015-02-02T15:34:00
office-occupancy-sensor-001,23.23,28.5,100.0,2015-02-02T15:35:00
office-occupancy-sensor-001,23.29,28.5,100.0,2015-02-02T15:36:00
office-occupancy-sensor-001,23.215,28.633,100.0,2015-02-02T15:36:59
office-occupancy-sensor-001,23.2,28.6,100.0,2015-02-02T15:38:00
office-occupancy-sensor-001,44.0,28.65,100.0,2015-02-02T15:39:00
office-occupancy-sensor-001,44.0,28.62,100.0,2015-02-02T15:40:00
office-occupancy-sensor-001,44.0,28.7,100.0,2015-02-02T15:40:59
office-occupancy-sensor-001,23.2,28.7,100.0,2015-02-02T15:42:00
office-occupancy-sensor-001,23.2,28.718,100.0,2015-02-02T15:42:59
office-occupancy-sensor-001,23.2,28.79,100.0,2015-02-02T15:43:59
office-occupancy-sensor-001,23.2,28.79,100.0,2015-02-02T15:45:00
office-occupancy-sensor-001,23.14,28.79,100.0,2015-02-02T15:46:00
office-occupancy-sensor-001,23.15,28.89,100.0,2015-02-02T15:47:00
office-occupancy-sensor-001,23.15,28.89,100.0,2015-02-02T15:48:00
office-occupancy-sensor-001,23.18,28.83,100.0,2015-02-02T15:49:00
office-occupancy-sensor-001,23.117,28.945,100.0,2015-02-02T15:49:59
office-occupancy-sensor-001,23.14,28.956,100.0,2015-02-02T15:51:00
office-occupancy-sensor-001,23.1,29.0,100.0,2015-02-02T15:52:00
office-occupancy-sensor-001,23.1,29.075,100.0,2015-02-02T15:53:00
office-occupancy-sensor-001,23.1,28.918,100.0,2015-02-02T15:53:59
office-occupancy-sensor-001,23.1,27.925,100.0,2015-02-02T15:55:00
office-occupancy-sensor-001,23.06,27.772,100.0,2015-02-02T15:55:59
office-occupancy-sensor-001,23.02,27.556,100.0,2015-02-02T15:56:59
office-occupancy-sensor-001,23.01,27.819,100.0,2015-02-02T15:58:00
office-occupancy-sensor-001,23.0,28.082,100.0,2015-02-02T15:59:00
office-occupancy-sensor-001,23.0,27.956,100.0,2015-02-02T16:00:00
office-occupancy-sensor-001,22.982,27.908,100.0,2015-02-02T16:01:00
office-occupancy-sensor-001,23.0,27.927,100.0,2015-02-02T16:01:59
office-occupancy-sensor-001,23.0,28.018,100.0,2015-02-02T16:02:59
office-occupancy-sensor-001,22.982,28.067,100.0,2015-02-02T16:04:00
office-occupancy-sensor-001,22.945,28.1,100.0,2015-02-02T16:05:00
office-occupancy-sensor-001,23.0,28.1,100.0,2015-02-02T16:06:00
office-occupancy-sensor-001,22.956,28.2,100.0,2015-02-02T16:07:00
office-occupancy-sensor-001,22.972,28.1,100.0,2015-02-02T16:08:00
office-occupancy-sensor-001,22.945,28.133,100.0,2015-02-02T16:08:59
office-occupancy-sensor-001,23.0,28.2,100.0,2015-02-02T16:09:59
office-occupancy-sensor-001,22.945,28.2,100.0,2015-02-02T16:11:00
office-occupancy-sensor-001,23.0,28.133,100.0,2015-02-02T16:12:00
office-occupancy-sensor-001,22.912,28.1,100.0,2015-02-02T16:13:00
office-occupancy-sensor-001,22.89,28.1,100.0,2015-02-02T16:14:00
office-occupancy-sensor-001,22.89,27.956,100.0,2015-02-02T16:14:59
office-occupancy-sensor-001,22.865,27.84,100.0,2015-02-02T16:15:59
office-occupancy-sensor-001,22.873,27.683,100.0,2015-02-02T16:17:00
office-occupancy-sensor-001,22.873,27.6,100.0,2015-02-02T16:18:00
office-occupancy-sensor-001,22.89,27.6,100.0,2015-02-02T16:19:00
office-occupancy-sensor-001,22.815,27.445,100.0,2015-02-02T16:20:00
office-occupancy-sensor-001,22.84,27.373,100.0,2015-02-02T16:21:00
office-occupancy-sensor-001,22.79,27.365,100.0,2015-02-02T16:21:59
office-occupancy-sensor-001,22.79,27.2,100.0,2015-02-02T16:23:00
office-occupancy-sensor-001,22.79,27.171,100.0,2015-02-02T16:24:00
office-occupancy-sensor-001,22.79,27.067,100.0,2015-02-02T16:25:00
office-occupancy-sensor-001,22.79,27.02,100.0,2015-02-02T16:25:59
office-occupancy-sensor-001,22.772,26.934,100.0,2015-02-02T16:27:00
office-occupancy-sensor-001,22.76,26.823,100.0,2015-02-02T16:27:59
office-occupancy-sensor-001,22.7,26.754,100.0,2015-02-02T16:28:59
office-occupancy-sensor-001,22.722,26.7,100.0,2015-02-02T16:30:00
office-occupancy-sensor-001,22.7,26.683,100.0,2015-02-02T16:31:00
office-occupancy-sensor-001,22.7,26.533,100.0,2015-02-02T16:32:00
office-occupancy-sensor-001,22.7,26.463,100.0,2015-02-02T16:33:00
office-occupancy-sensor-001,22.7,26.445,100.0,2015-02-02T16:34:00
office-occupancy-sensor-001,22.7,26.34,100.0,2015-02-02T16:34:59
office-occupancy-sensor-001,22.7,26.26,100.0,2015-02-02T16:36:00
office-occupancy-sensor-001,22.7,26.2,100.0,2015-02-02T16:37:00
office-occupancy-sensor-001,22.7,26.16,100.0,2015-02-02T16:38:00
office-occupancy-sensor-001,22.7,12.0,100.0,2015-02-02T16:38:59
office-occupancy-sensor-001,22.7,12.0,100.0,2015-02-02T16:40:00
office-occupancy-sensor-001,22.7,12.0,100.0,2015-02-02T16:40:59
office-occupancy-sensor-001,22.7,25.934,100.0,2015-02-02T16:41:59
office-occupancy-sensor-001,22.7,25.927,100.0,2015-02-02T16:43:00
office-occupancy-sensor-001,22.7,25.815,100.0,2015-02-02T16:44:00
office-occupancy-sensor-001,22.68,25.772,100.0,2015-02-02T16:45:00
office-occupancy-sensor-001,22.64,25.696,100.0,2015-02-02T16:46:00
office-occupancy-sensor-001,22.6,25.575,100.0,2015-02-02T16:46:59
office-occupancy-sensor-001,22.667,25.6,100.0,2015-02-02T16:47:59
office-occupancy-sensor-001,22.6,25.525,100.0,2015-02-02T16:49:00
office-occupancy-sensor-001,22.62,25.476,100.0,2015-02-02T16:50:00
office-occupancy-sensor-001,22.625,25.55,100.0,2015-02-02T16:51:00
office-occupancy-sensor-001,22.6,25.39,100.0,2015-02-02T16:52:00
office-occupancy-sensor-001,22.65,25.42,100.0,2015-02-02T16:53:00
office-occupancy-sensor-001,22.6,25.268,100.0,2015-02-02T16:53:59
office-occupancy-sensor-001,22.6,25.218,100.0,2015-02-02T16:54:59
office-occupancy-sensor-001,22.6,25.2,100.0,2015-02-02T16:56:00
office-occupancy-sensor-001,22.6,25.2,100.0,2015-02-02T16:57:00
office-occupancy-sensor-001,22.6,25.15,100.0,2015-02-02T16:58:00
office-occupancy-sensor-001,22.6,25.14,100.0,2015-02-02T16:59:00
office-occupancy-sensor-001,22.6,25.15,100.0,2015-02-02T16:59:59
office-occupancy-sensor-001,22.6,25.04,100.0,2015-02-02T17:00:59
office-occupancy-sensor-001,22.6,25.05,100.0,2015-02-02T17:02:00
office-occupancy-sensor-001,22.6,25.06,100.0,2015-02-02T17:03:00
office-occupancy-sensor-001,22.6,25.0,100.0,2015-02-02T17:04:00
office-occupancy-sensor-001,22.6,25.0,100.0,2015-02-02T17:05:00
office-occupancy-sensor-001,22.6,25.0,100.0,2015-02-02T17:06:00
office-occupancy-sensor-001,22.6,25.025,100.0,2015-02-02T17:06:59
office-occupancy-sensor-001,22.6,25.1,100.0,2015-02-02T17:08:00
office-occupancy-sensor-001,22.2,31.1,100.0,2015-02-02T17:09:00
office-occupancy-sensor-001,22.2,31.1,100.0,2015-02-02T17:10:00
office-occupancy-sensor-001,22.2,31.1,100.0,2015-02-02T17:10:59
office-occupancy-sensor-001,22.2,31.1,100.0,2015-02-02T17:12:00
office-occupancy-sensor-001,22.2,31.1,100.0,2015-02-02T17:12:59
office-occupancy-sensor-001,22.55,25.2,100.0,2015-02-02T17:13:59
office-occupancy-sensor-001,22.6,24.918,100.0,2015-02-02T17:15:00
office-occupancy-sensor-001,22.58,25.06,100.0,2015-02-02T17:16:00
office-occupancy-sensor-001,22.567,24.908,100.0,2015-02-02T17:17:00
office-occupancy-sensor-001,22.525,24.945,100.0,2015-02-02T17:18:00
office-occupancy-sensor-001,22.54,24.89,100.0,2015-02-02T17:19:00
office-occupancy-sensor-001,22.5,24.865,100.0,2015-02-02T17:19:59
office-occupancy-sensor-001,22.5,24.918,100.0,2015-02-02T17:21:00
office-occupancy-sensor-001,22.5,24.912,100.0,2015-02-02T17:22:00
office-occupancy-sensor-001,22.56,24.81,100.0,2015-02-02T17:23:00
office-occupancy-sensor-001,22.525,24.89,100.0,2015-02-02T17:23:59
office-occupancy-sensor-001,22.52,24.976,100.0,2015-02-02T17:25:00
office-occupancy-sensor-001,22.575,25.075,100.0,2015-02-02T17:25:59
office-occupancy-sensor-001,22.6,25.0,100.0,2015-02-02T17:26:59
office-occupancy-sensor-001,22.6,25.021,100.0,2015-02-02T17:28:00
office-occupancy-sensor-001,22.6,25.043,100.0,2015-02-02T17:29:00
office-occupancy-sensor-001,22.6,25.1,100.0,2015-02-02T17:30:00
office-occupancy-sensor-001,22.6,25.1,100.0,2015-02-02T17:31:00
office-occupancy-sensor-001,22.6,25.08,100.0,2015-02-02T17:31:59
office-occupancy-sensor-001,22.6,25.167,100.0,2015-02-02T17:32:59
office-occupancy-sensor-001,22.6,25.067,100.0,2015-02-02T17:34:00
office-occupancy-sensor-001,22.6,25.2,100.0,2015-02-02T17:35:00
office-occupancy-sensor-001,22.6,25.2,100.0,2015-02-02T17:36:00
office-occupancy-sensor-001,22.54,25.16,100.0,2015-02-02T17:37:00
office-occupancy-sensor-001,22.54,25.16,100.0,2015-02-02T17:38:00
office-occupancy-sensor-001,22.54,25.14,100.0,2015-02-02T17:38:59
office-occupancy-sensor-001,22.525,25.1,100.0,2015-02-02T17:39:59
office-occupancy-sensor-001,22.5,25.04,100.0,2015-02-02T17:41:00
office-occupancy-sensor-001,22.5,25.0,100.0,2015-02-02T17:42:00
office-occupancy-sensor-001,22.5,25.0,100.0,2015-02-02T17:43:00
office-occupancy-sensor-001,22.5,25.0,100.0,2015-02-02T17:44:00
office-occupancy-sensor-001,22.5,24.912,100.0,2015-02-02T17:44:59
office-occupancy-sensor-001,22.5,24.89,100.0,2015-02-02T17:45:59
office-occupancy-sensor-001,22.5,24.89,100.0,2015-02-02T17:47:00
office-occupancy-sensor-001,22.5,24.89,100.0,2015-02-02T17:48:00
office-occupancy-sensor-001,22.478,24.87,100.0,2015-02-02T17:49:00
office-occupancy-sensor-001,22.456,24.83,100.0,2015-02-02T17:50:00
office-occupancy-sensor-001,22.5,24.857,100.0,2015-02-02T17:51:00
office-occupancy-sensor-001,22.418,24.748,100.0,2015-02-02T17:51:59
office-occupancy-sensor-001,22.456,24.81,100.0,2015-02-02T17:53:00
office-occupancy-sensor-001,22.39,24.7,100.0,2015-02-02T17:54:00
office-occupancy-sensor-001,22.418,24.722,100.0,2015-02-02T17:55:00
office-occupancy-sensor-001,22.39,24.7,100.0,2015-02-02T17:55:59
office-occupancy-sensor-001,22.39,24.722,100.0,2015-02-02T17:57:00
office-occupancy-sensor-001,22.39,24.717,100.0,2015-02-02T17:57:59
office-occupancy-sensor-001,22.39,24.712,100.0,2015-02-02T17:58:59
office-occupancy-sensor-001,22.39,24.625,100.0,2015-02-02T18:00:00
office-occupancy-sensor-001,22.39,24.754,100.0,2015-02-02T18:01:00
office-occupancy-sensor-001,22.39,24.912,100.0,2015-02-02T18:02:00
office-occupancy-sensor-001,22.39,25.245,100.0,2015-02-02T18:03:00
office-occupancy-sensor-001,22.39,25.092,100.0,2015-02-02T18:04:00
office-occupancy-sensor-001,22.39,25.0,100.0,2015-02-02T18:04:59
office-occupancy-sensor-001,22.35,24.978,100.0,2015-02-02T18:06:00
office-occupancy-sensor-001,22.323,25.0,100.0,2015-02-02T18:07:00
office-occupancy-sensor-001,22.365,24.972,100.0,2015-02-02T18:08:00
office-occupancy-sensor-001,22.315,24.89,100.0,2015-02-02T18:08:59
office-occupancy-sensor-001,22.29,24.918,100.0,2015-02-02T18:10:00
office-occupancy-sensor-001,22.29,24.912,100.0,2015-02-02T18:10:59
office-occupancy-sensor-001,22.26,24.857,100.0,2015-02-02T18:11:59
office-occupancy-sensor-001,22.254,24.85,100.0,2015-02-02T18:13:00
office-occupancy-sensor-001,22.23,24.793,100.0,2015-02-02T18:14:00
office-occupancy-sensor-001,22.26,24.823,100.0,2015-02-02T18:15:00
office-occupancy-sensor-001,22.2,24.79,100.0,2015-02-02T18:16:00
office-occupancy-sensor-001,22.2,24.79,100.0,2015-02-02T18:16:59
office-occupancy-sensor-001,22.2,24.736,100.0,2015-02-02T18:17:59
office-occupancy-sensor-001,22.2,24.79,100.0,2015-02-02T18:19:00
office-occupancy-sensor-001,22.133,24.7,100.0,2015-02-02T18:20:00
office-occupancy-sensor-001,22.1,24.7,100.0,2015-02-02T18:21:00
office-occupancy-sensor-001,22.15,24.722,100.0,2015-02-02T18:22:00
office-occupancy-sensor-001,22.1,24.7,100.0,2015-02-02T18:23:00
office-occupancy-sensor-001,22.1,24.7,100.0,2015-02-02T18:23:59
office-occupancy-sensor-001,22.133,24.7,100.0,2015-02-02T18:24:59
office-occupancy-sensor-001,22.1,24.7,100.0,2015-02-02T18:26:00
office-occupancy-sensor-001,22.1,24.675,100.0,2015-02-02T18:27:00
office-occupancy-sensor-001,22.067,24.667,100.0,2015-02-02T18:28:00
office-occupancy-sensor-001,22.067,24.667,100.0,2015-02-02T18:29:00
office-occupancy-sensor-001,22.0,24.58,100.0,2015-02-02T18:29:59
office-occupancy-sensor-001,21.978,24.6,100.0,2015-02-02T18:30:59
office-occupancy-sensor-001,21.978,24.56,100.0,2015-02-02T18:32:00
office-occupancy-sensor-001,21.945,24.6,100.0,2015-02-02T18:33:00
office-occupancy-sensor-001,21.927,24.5,100.0,2015-02-02T18:34:00
office-occupancy-sensor-001,21.89,24.5,100.0,2015-02-02T18:35:00
office-occupancy-sensor-001,21.89,24.525,100.0,2015-02-02T18:36:00
office-occupancy-sensor-001,21.89,24.5,100.0,2015-02-02T18:36:59
office-occupancy-sensor-001,21.89,24.5,100.0,2015-02-02T18:38:00
office-occupancy-sensor-001,21.815,24.418,100.0,2015-02-02T18:39:00
office-occupancy-sensor-001,21.823,24.463,100.0,2015-02-02T18:40:00
office-occupancy-sensor-001,21.79,24.39,100.0,2015-02-02T18:40:59
office-occupancy-sensor-001,21.79,24.39,100.0,2015-02-02T18:42:00
office-occupancy-sensor-001,21.79,24.39,100.0,2015-02-02T18:42:59
office-occupancy-sensor-001,21.768,24.39,100.0,2015-02-02T18:43:59
office-occupancy-sensor-001,21.768,24.365,100.0,2015-02-02T18:45:00
office-occupancy-sensor-001,21.754,24.35,100.0,2015-02-02T18:46:00
office-occupancy-sensor-001,21.7,24.29,100.0,2015-02-02T18:47:00
office-occupancy-sensor-001,21.7,24.29,100.0,2015-02-02T18:48:00
office-occupancy-sensor-001,21.7,24.29,100.0,2015-02-02T18:49:00
office-occupancy-sensor-001,21.7,24.29,100.0,2015-02-02T18:49:59
office-occupancy-sensor-001,21.64,24.236,100.0,2015-02-02T18:51:00
office-occupancy-sensor-001,21.6,24.2,100.0,2015-02-02T18:52:00
office-occupancy-sensor-001,21.6,24.2,100.0,2015-02-02T18:53:00
office-occupancy-sensor-001,21.6,24.222,100.0,2015-02-02T18:53:59
office-occupancy-sensor-001,21.5,24.26,100.0,2015-02-02T18:55:00
office-occupancy-sensor-001,21.5,24.2,100.0,2015-02-02T18:55:59
office-occupancy-sensor-001,21.55,24.2,100.0,2015-02-02T18:56:59
office-occupancy-sensor-001,21.5,24.2,100.0,2015-02-02T18:58:00
office-occupancy-sensor-001,21.5,24.2,100.0,2015-02-02T18:59:00
office-occupancy-sensor-001,21.5,24.2,100.0,2015-02-02T19:00:00
office-occupancy-sensor-001,21.5,24.2,100.0,2015-02-02T19:01:00
office-occupancy-sensor-001,21.5,24.15,100.0,2015-02-02T19:01:59
office-occupancy-sensor-001,21.5,24.175,100.0,2015-02-02T19:02:59
office-occupancy-sensor-001,21.5,24.125,100.0,2015-02-02T19:04:00
office-occupancy-sensor-001,21.5,24.15,100.0,2015-02-02T19:05:00
office-occupancy-sensor-001,21.5,24.125,100.0,2015-02-02T19:06:00
office-occupancy-sensor-001,21.5,24.1,100.0,2015-02-02T19:07:00
office-occupancy-sensor-001,21.5,24.1,100.0,2015-02-02T19:08:00
office-occupancy-sensor-001,21.5,24.1,100.0,2015-02-02T19:08:59
office-occupancy-sensor-001,21.5,24.1,100.0,2015-02-02T19:09:59
office-occupancy-sensor-001,21.472,24.075,100.0,2015-02-02T19:11:00
office-occupancy-sensor-001,21.39,24.0,100.0,2015-02-02T19:12:00
office-occupancy-sensor-001,21.427,23.927,100.0,2015-02-02T19:13:00
office-occupancy-sensor-001,21.39,23.972,100.0,2015-02-02T19:14:00
office-occupancy-sensor-001,21.39,23.918,100.0,2015-02-02T19:14:59
office-occupancy-sensor-001,21.39,23.945,100.0,2015-02-02T19:15:59
office-occupancy-sensor-001,21.365,23.89,100.0,2015-02-02T19:17:00
office-occupancy-sensor-001,21.323,24.0,100.0,2015-02-02T19:18:00
office-occupancy-sensor-001,21.34,23.972,100.0,2015-02-02T19:19:00
office-occupancy-sensor-001,21.315,23.972,100.0,2015-02-02T19:20:00
office-occupancy-sensor-001,21.357,24.0,100.0,2015-02-02T19:21:00
office-occupancy-sensor-001,21.39,23.972,100.0,2015-02-02T19:21:59
office-occupancy-sensor-001,21.315,23.89,100.0,2015-02-02T19:23:00
office-occupancy-sensor-001,21.29,23.945,100.0,2015-02-02T19:24:00
office-occupancy-sensor-001,21.29,23.972,100.0,2015-02-02T19:25:00
office-occupancy-sensor-001,21.29,23.89,100.0,2015-02-02T19:25:59
office-occupancy-sensor-001,21.29,23.927,100.0,2015-02-02T19:27:00
office-occupancy-sensor-001,21.29,23.89,100.0,2015-02-02T19:27:59
office-occupancy-sensor-001,21.29,23.89,100.0,2015-02-02T19:28:59
office-occupancy-sensor-001,21.254,23.85,100.0,2015-02-02T19:30:00
office-occupancy-sensor-001,21.23,23.823,100.0,2015-02-02T19:31:00
office-occupancy-sensor-001,21.218,23.81,100.0,2015-02-02T19:32:00
office-occupancy-sensor-001,21.2,23.79,100.0,2015-02-02T19:33:00
office-occupancy-sensor-001,21.2,23.79,100.0,2015-02-02T19:34:00
office-occupancy-sensor-001,21.2,23.79,100.0,2015-02-02T19:34:59
office-occupancy-sensor-001,21.2,23.79,100.0,2015-02-02T19:36:00
office-occupancy-sensor-001,21.2,23.79,100.0,2015-02-02T19:37:00
office-occupancy-sensor-001,21.2,23.768,100.0,2015-02-02T19:38:00
office-occupancy-sensor-001,21.2,23.745,100.0,2015-02-02T19:38:59
office-occupancy-sensor-001,21.2,23.76,100.0,2015-02-02T19:40:00
office-occupancy-sensor-001,21.2,23.7,100.0,2015-02-02T19:40:59
office-occupancy-sensor-001,21.2,23.79,100.0,2015-02-02T19:41:59
office-occupancy-sensor-001,21.175,23.7,100.0,2015-02-02T19:43:00
office-occupancy-sensor-001,21.167,23.7,100.0,2015-02-02T19:44:00
office-occupancy-sensor-001,21.125,23.675,100.0,2015-02-02T19:45:00
office-occupancy-sensor-001,21.1,23.65,100.0,2015-02-02T19:46:00
office-occupancy-sensor-001,21.125,23.65,100.0,2015-02-02T19:46:59
office-occupancy-sensor-001,21.1,23.6,100.0,2015-02-02T19:47:59
office-occupancy-sensor-001,21.133,23.6,100.0,2015-02-02T19:49:00
office-occupancy-sensor-001,21.1,23.6,100.0,2015-02-02T19:50:00
office-occupancy-sensor-001,21.1,23.6,100.0,2015-02-02T19:51:00
office-occupancy-sensor-001,21.1,23.6,100.0,2015-02-02T19:52:00
office-occupancy-sensor-001,21.1,23.6,100.0,2015-02-02T19:53:00
office-occupancy-sensor-001,21.1,23.575,100.0,2015-02-02T19:53:59
office-occupancy-sensor-001,21.1,23.533,100.0,2015-02-02T19:54:59
office-occupancy-sensor-001,21.1,23.472,100.0,2015-02-02T19:56:00
office-occupancy-sensor-001,21.1,23.472,100.0,2015-02-02T19:57:00
office-occupancy-sensor-001,21.1,23.5,100.0,2015-02-02T19:58:00
office-occupancy-sensor-001,21.1,23.5,100.0,2015-02-02T19:59:00
office-occupancy-sensor-001,21.125,23.5,100.0,2015-02-02T19:59:59
office-occupancy-sensor-001,21.1,23.5,100.0,2015-02-02T20:00:59
office-occupancy-sensor-001,21.133,23.5,100.0,2015-02-02T20:02:00
office-occupancy-sensor-001,21.1,23.392,100.0,2015-02-02T20:03:00
office-occupancy-sensor-001,21.1,23.472,100.0,2015-02-02T20:04:00
office-occupancy-sensor-001,21.1,23.5,100.0,2015-02-02T20:05:00
office-occupancy-sensor-001,21.1,23.5,100.0,2015-02-02T20:06:00
office-occupancy-sensor-001,21.1,23.5,100.0,2015-02-02T20:06:59
office-occupancy-sensor-001,21.1,23.5,100.0,2015-02-02T20:08:00
office-occupancy-sensor-001,21.1,23.5,100.0,2015-02-02T20:09:00
office-occupancy-sensor-001,21.1,23.434,100.0,2015-02-02T20:10:00
office-occupancy-sensor-001,21.1,23.39,100.0,2015-02-02T20:10:59
office-occupancy-sensor-001,21.1,23.39,100.0,2015-02-02T20:12:00
office-occupancy-sensor-001,21.125,23.39,100.0,2015-02-02T20:12:59
office-occupancy-sensor-001,21.1,23.39,100.0,2015-02-02T20:13:59
office-occupancy-sensor-001,21.1,23.39,100.0,2015-02-02T20:15:00
office-occupancy-sensor-001,21.1,23.39,100.0,2015-02-02T20:16:00
office-occupancy-sensor-001,21.1,23.365,100.0,2015-02-02T20:17:00
office-occupancy-sensor-001,21.1,23.39,100.0,2015-02-02T20:18:00
office-occupancy-sensor-001,21.1,23.365,100.0,2015-02-02T20:19:00
office-occupancy-sensor-001,21.1,23.33,100.0,2015-02-02T20:19:59
office-occupancy-sensor-001,21.075,23.315,100.0,2015-02-02T20:21:00
office-occupancy-sensor-001,21.075,23.34,100.0,2015-02-02T20:22:00
office-occupancy-sensor-001,21.1,23.29,100.0,2015-02-02T20:23:00
office-occupancy-sensor-001,21.033,23.29,100.0,2015-02-02T20:23:59
office-occupancy-sensor-001,21.02,23.29,100.0,2015-02-02T20:25:00
